pcd,pcd2,pcds,dointr,doterm,oscty,ced,oslaua,osward,parish,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,oa01,casward,npark,lsoa01,msoa01,ur01ind,oac01,oa11,lsoa11,msoa11,wz11,sicbl,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,icb,oa21,lsoa21,msoa21
"AB1 1LB","AB1  1LB","AB1 1LB","197308","199111","S99999999","S99999999","S12000033","S13002841","S99999999","0","393800","0806410","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001476","01C27","S99999999","S01000128","S02000024","1","2A1","S00090522","S01006648","S02001261","S34003072","S03000012","S99999999","S99999999","1","2C2",57.148531,-2.104102,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LD","AB1  1LD","AB1 1LD","199201","199606","S99999999","S99999999","S12000033","S13002841","S99999999","0","393711","0806471","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001476","01C27","S99999999","S01000128","S02000024","1","2A1","S00090522","S01006648","S02001261","S34003072","S03000012","S99999999","S99999999","1","2C2",57.149078,-2.105575,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LE","AB1  1LE","AB1 1LE","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393716","0806631","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001477","01C27","S99999999","S01000128","S02000024","1","2A1","S00090523","S01006648","S02001261","S34003052","S03000012","S99999999","S99999999","1","2B1",57.150515,-2.105496,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LF","AB1  1LF","AB1 1LF","197308","199201","S99999999","S99999999","S12000033","S13002842","S99999999","0","393650","0806690","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001477","01C27","S99999999","S01000128","S02000024","1","2A1","S00090523","S01006648","S02001261","S34003052","S03000012","S99999999","S99999999","1","2B1",57.151044,-2.106589,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LG","AB1  1LG","AB1 1LG","198001","199606","S99999999","S99999999","S12000033","S13002841","S99999999","0","393413","0806905","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001694","01C21","S99999999","S01000137","S02000026","1","2B1","S00090766","S01006656","S02001262","S34003103","S03000012","S99999999","S99999999","1","2C2",57.152972,-2.110511,"S99999999","","S23000009",3391,"S99999999","S99999999","","",""
"AB1 1LH","AB1  1LH","AB1 1LH","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393469","0806908","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001297","01C21","S99999999","S01000128","S02000024","1","2A1","S00090766","S01006656","S02001262","S34003103","S03000012","S99999999","S99999999","1","2C2",57.153000,-2.109586,"S99999999","","S23000009",3391,"S99999999","S99999999","","",""
"AB1 1LL","AB1  1LL","AB1 1LL","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393832","0806680","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001481","01C28","S99999999","S01000128","S02000024","1","2A1","S00090527","S01006648","S02001261","S34003052","S03000012","S99999999","S99999999","1","2B1",57.150957,-2.103580,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LN","AB1  1LN","AB1 1LN","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393871","0806680","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000031","01C28","S99999999","S01000128","S02000024","1","2A1","S00088989","S01006648","S02001261","S34003080","S03000012","S99999999","S99999999","1","2B1",57.150957,-2.102936,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LP","AB1  1LP","AB1 1LP","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393837","0806654","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000031","01C28","S99999999","S01000128","S02000024","1","2A1","S00088989","S01006648","S02001261","S34003080","S03000012","S99999999","S99999999","1","2B1",57.150723,-2.103497,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LQ","AB1  1LQ","AB1 1LQ","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393829","0806627","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000031","01C28","S99999999","S01000128","S02000024","1","2A1","S00088989","S01006648","S02001261","S34003080","S03000012","S99999999","S99999999","1","2B1",57.150481,-2.103628,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LR","AB1  1LR","AB1 1LR","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393856","0806586","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000035","01C28","S99999999","S01000128","S02000024","1","2A1","S00088993","S01006648","S02001261","S34003052","S03000012","S99999999","S99999999","1","2B1",57.150113,-2.103181,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LS","AB1  1LS","AB1 1LS","197308","199512","S99999999","S99999999","S12000033","S13002842","S99999999","0","393740","0806550","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001477","01C27","S99999999","S01000128","S02000024","1","2A1","S00090523","S01006648","S02001261","S34003052","S03000012","S99999999","S99999999","1","2B1",57.149788,-2.105097,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LT","AB1  1LT","AB1 1LT","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393785","0806685","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001481","01C28","S99999999","S01000128","S02000024","1","2A1","S00090527","S01006648","S02001261","S34003052","S03000012","S99999999","S99999999","1","2B1",57.151001,-2.104357,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LU","AB1  1LU","AB1 1LU","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393735","0806723","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001478","01C27","S99999999","S01000128","S02000024","1","2A1","S00090524","S01006648","S02001261","S34003052","S03000012","S99999999","S99999999","1","2B1",57.151342,-2.105184,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LW","AB1  1LW","AB1 1LW","199006","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393738","0806672","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000030","01C27","S99999999","S01000128","S02000024","1","5A1","S00088988","S01006648","S02001261","S34003052","S03000012","S99999999","S99999999","1","7B2",57.150884,-2.105134,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LX","AB1  1LX","AB1 1LX","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393680","0806720","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001478","01C27","S99999999","S01000128","S02000024","1","2A1","S00090524","S01006648","S02001261","S34003052","S03000012","S99999999","S99999999","1","2B1",57.151314,-2.106093,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LY","AB1  1LY","AB1 1LY","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393710","0806767","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001478","01C27","S99999999","S01000128","S02000024","1","2A1","S00090524","S01006648","S02001261","S34003052","S03000012","S99999999","S99999999","1","2B1",57.151737,-2.105599,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1LZ","AB1  1LZ","AB1 1LZ","199512","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393782","0806659","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001477","01C27","S99999999","S01000128","S02000024","1","2A1","S00090523","S01006648","S02001261","S34003052","S03000012","S99999999","S99999999","1","2B1",57.150768,-2.104406,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1NA","AB1  1NA","AB1 1NA","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393757","0806795","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001478","01C27","S99999999","S01000128","S02000024","1","2A1","S00090524","S01006648","S02001261","S34003052","S03000012","S99999999","S99999999","1","2B1",57.151989,-2.104823,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1NB","AB1  1NB","AB1 1NB","198001","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393727","0806824","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001297","01C21","S99999999","S01000128","S02000024","1","2A1","S00090330","S01006648","S02001261","S34002979","S03000012","S99999999","S99999999","1","2C2",57.152249,-2.105319,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1ND","AB1  1ND","AB1 1ND","199410","199606","S99999999","S99999999","S12000033","S13002842","S99999999","0","393523","0806887","1","S08000020","S99999999","S92000003","S99999999","0","S14000001","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001297","01C21","S99999999","S01000128","S02000024","1","2A1","S00090330","S01006648","S02001261","S34002979","S03000012","S99999999","S99999999","1","2C2",57.152812,-2.108693,"S99999999","","S23000009",3506,"S99999999","S99999999","","",""
"AB1 1NE","AB1  1NE","AB1 1NE","198001","199606","S99999999","S99999999","S12000033","S13002841","S99999999","0","393617","0806307","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001820","01C27","S99999999","S01000109","S02000018","1","2A1","S00090902","S01006586","S02001249","S34003020","S03000012","S99999999","S99999999","1","2B1",57.147603,-2.107124,"S99999999","","S23000009",3228,"S99999999","S99999999","","",""
"AB1 1NG","AB1  1NG","AB1 1NG","197308","199111","S99999999","S99999999","S12000033","S13002841","S99999999","0","393390","0806370","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001473","01C26","S99999999","S01000112","S02000021","1","5B4","S00090517","S01006564","S02001246","S34003020","S03000012","S99999999","S99999999","1","7A2",57.148166,-2.110877,"S99999999","","S23000009",3336,"S99999999","S99999999","","",""
"AB1 1NH","AB1  1NH","AB1 1NH","198001","199606","S99999999","S99999999","S12000033","S13002841","S99999999","0","393450","0806420","8","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00000025","01C26","S99999999","S01000109","S02000018","1","5A1","S00088983","S01006586","S02001249","S34003035","S03000012","S99999999","S99999999","1","7B2",57.148616,-2.109887,"S99999999","","S23000009",3228,"S99999999","S99999999","","",""
"AB1 1NJ","AB1  1NJ","AB1 1NJ","198001","199606","S99999999","S99999999","S12000033","S13002841","S99999999","0","393859","0806121","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001472","01C27","S99999999","S01000109","S02000018","1","2A1","S00090516","S01006586","S02001249","S34000026","S03000012","S99999999","S99999999","1","2B2",57.145936,-2.103120,"S99999999","","S23000009",3228,"S99999999","S99999999","","",""
"AB1 1NL","AB1  1NL","AB1 1NL","198001","199606","S99999999","S99999999","S12000033","S13002841","S99999999","0","393789","0806187","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001472","01C27","S99999999","S01000109","S02000018","1","2A1","S00090516","S01006586","S02001249","S34000026","S03000012","S99999999","S99999999","1","2B2",57.146528,-2.104278,"S99999999","","S23000009",3228,"S99999999","S99999999","","",""
"AB1 1NN","AB1  1NN","AB1 1NN","198001","199606","S99999999","S99999999","S12000033","S13002841","S99999999","0","393726","0806260","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001472","01C27","S99999999","S01000109","S02000018","1","2A1","S00090516","S01006586","S02001249","S34000026","S03000012","S99999999","S99999999","1","2B2",57.147183,-2.105321,"S99999999","","S23000009",3228,"S99999999","S99999999","","",""
"AB1 1NP","AB1  1NP","AB1 1NP","198001","199606","S99999999","S99999999","S12000033","S13002841","S99999999","0","393699","0806297","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001471","01C27","S99999999","S01000109","S02000018","1","2A1","S00090515","S01006586","S02001249","S34000024","S03000012","S99999999","S99999999","1","2B1",57.147515,-2.105769,"S99999999","","S23000009",3228,"S99999999","S99999999","","",""
"AB1 1NQ","AB1  1NQ","AB1 1NQ","198001","199606","S99999999","S99999999","S12000033","S13002841","S99999999","0","393567","0806332","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001820","01C27","S99999999","S01000109","S02000018","1","2A1","S00090902","S01006586","S02001249","S34003020","S03000012","S99999999","S99999999","1","2B1",57.147827,-2.107951,"S99999999","","S23000009",3228,"S99999999","S99999999","","",""
"AB1 1NR","AB1  1NR","AB1 1NR","198001","199606","S99999999","S99999999","S12000033","S13002841","S99999999","0","393505","0806373","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001473","01C26","S99999999","S01000112","S02000021","1","5B4","S00090518","S01006564","S02001246","S34003020","S03000012","S99999999","S99999999","1","2B1",57.148195,-2.108977,"S99999999","","S23000009",3336,"S99999999","S99999999","","",""
"AB1 1NS","AB1  1NS","AB1 1NS","198001","199606","S99999999","S99999999","S12000033","S13002841","S99999999","0","393470","0806396","1","S08000020","S99999999","S92000003","S99999999","0","S14000002","S15000001","S09000001","S22000047","S03000012","S30000026","99ZZ00","S00001473","01C26","S99999999","S01000112","S02000021","1","5B4","S00090518","S01006564","S02001246","S34003020","S03000012","S99999999","S99999999","1","2B1",57.148401,-2.109556,"S99999999","","S23000009",3336,"S99999999","S99999999","","",""
